Response_ID,Q1_Age_Group,Q2_Gender,Q3_Nationality_Cluster,Q4_Monthly_Income,Q5_Favorite_Sport,Q6_Favorite_Team,Q7_Fan_Type,Q8_Own_Jerseys,Q9_Jerseys_Owned,Q10_Jersey_Type_Interest,Q11_Authentication_Importance,Q12_Preferred_Condition,Q13_Player_Popularity_Importance,Q14_Rarity_Importance,Q15_Vintage_Interest,Q16_Willingness_to_Spend,Q17_Purchase_Frequency,Q18_Discount_Influence,Q19_Recommendation_Influence,Q20_Wishlist_Behavior,Q21_Would_Use_Platform,Q22_Trust_Factors,Q23_Would_Resell,Q24_Loyalty_Interest,Q25_Feature_Ranking
218,55-65,Male,Arab,"10,001-20,000",Basketball,Chicago Bulls,Investment buyer,Yes,4-10,Regular replica,4,Condition doesn't matter if rare,3,4,"Yes, very interested",201-500,5-10 times a year,No impact,"No, I prefer browsing on my own","Yes, occasionally",Probably yes,Money-back guarantee; AI-powered authenticity checks; Third-party authentication certificates,Yes,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
219,35-44,Male,African,"10,001-20,000",Football,Real Madrid,Casual viewer,No,,Regular replica,2,Mint (perfect),4,1,Somewhat interested,50-200,2-4 times a year,Somewhat influences,Maybe,"Yes, occasionally",Definitely yes,AI-powered authenticity checks; Third-party authentication certificates,Maybe,"Yes, strongly",Dynamic pricing transparency > Rarity scoring system > Authentication verification > AI-based recommendations
220,35-44,Male,African,"10,001-20,000",Other,None Specific,Hardcore collector,Yes,26+,Game-Worn,4,Mint (perfect),4,5,"Yes, very interested","501-1,500",More than 10 times a year,Strongly influences,Maybe,No,Definitely yes,Third-party authentication certificates; Seller ratings and reviews,No,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
221,35-44,Male,African,"20,001-35,000",Football,Al Hilal,Investment buyer,Yes,11-25,Limited Edition,4,Good (minor wear),4,4,"Yes, very interested","1,501-3,000",More than 10 times a year,Somewhat influences,"Yes, definitely","Yes, occasionally",Not sure,AI-powered authenticity checks; Seller ratings and reviews; Blockchain verification; Third-party authentication certificates,Yes,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
222,18-24,Male,Western Expat,"10,001-20,000",Basketball,LA Lakers,Passionate fan,Yes,4-10,Signed by player,2,"Used (visible wear, but authentic)",3,3,"Yes, very interested",50-200,2-4 times a year,Strongly influences,Maybe,"Yes, occasionally",Probably no,Money-back guarantee; Seller ratings and reviews,Maybe,"Yes, strongly",Rarity scoring system > Dynamic pricing transparency > AI-based recommendations > Authentication verification
223,18-24,Male,South Asian,"20,001-35,000",Cricket,Mumbai Indians,Casual viewer,Yes,4-10,Regular replica,1,Condition doesn't matter if rare,4,2,Not interested,Under 50,2-4 times a year,No impact,Maybe,"Yes, occasionally",Probably yes,AI-powered authenticity checks; Blockchain verification; Money-back guarantee,Maybe,Not really,Dynamic pricing transparency > Rarity scoring system > Authentication verification > AI-based recommendations
224,25-34,Male,Western Expat,"3,000-10,000",Basketball,LA Lakers,Passionate fan,Yes,4-10,Limited Edition,4,Good (minor wear),4,4,Somewhat interested,201-500,Once a year or less,Strongly influences,"Yes, definitely","Yes, frequently",Probably yes,Blockchain verification; Money-back guarantee,Maybe,"Yes, strongly",Dynamic pricing transparency > AI-based recommendations > Rarity scoring system > Authentication verification
225,25-34,Male,Arab,"35,001-50,000",Football,AC Milan,Casual viewer,No,,Signed by player,2,Good (minor wear),3,2,Not interested,201-500,Once a year or less,Strongly influences,"Yes, definitely",No,Not sure,Blockchain verification; Third-party authentication certificates,Maybe,Somewhat,Rarity scoring system > Dynamic pricing transparency > AI-based recommendations > Authentication verification
226,18-24,Male,African,"3,000-10,000",Basketball,Boston Celtics,Casual viewer,No,,Regular replica,1,"Used (visible wear, but authentic)",4,3,Somewhat interested,50-200,2-4 times a year,Somewhat influences,Maybe,"Yes, occasionally",Probably no,AI-powered authenticity checks,Yes,"Yes, strongly",Rarity scoring system > Dynamic pricing transparency > AI-based recommendations > Authentication verification
227,55-65,Female,South Asian,"10,001-20,000",Football,AC Milan,Casual viewer,No,,Regular replica,1,Good (minor wear),3,2,Somewhat interested,201-500,Once a year or less,Somewhat influences,Maybe,"Yes, occasionally",Probably no,Third-party authentication certificates; Blockchain verification; Money-back guarantee,Maybe,"Yes, strongly",AI-based recommendations > Dynamic pricing transparency > Authentication verification > Rarity scoring system
228,35-44,Male,Arab,"20,001-35,000",Football,Arsenal,Passionate fan,Yes,4-10,Signed by player,3,Good (minor wear),4,3,"Yes, very interested",201-500,Once a year or less,No impact,"No, I prefer browsing on my own","Yes, frequently",Probably yes,Seller ratings and reviews; Blockchain verification,No,Not really,AI-based recommendations > Rarity scoring system > Dynamic pricing transparency > Authentication verification
229,35-44,Male,Arab,"20,001-35,000",Basketball,Chicago Bulls,Passionate fan,Yes,1-3,Game-Worn,4,Good (minor wear),2,3,Somewhat interested,"3,000+",5-10 times a year,No impact,Maybe,"Yes, occasionally",Not sure,Money-back guarantee; AI-powered authenticity checks,Maybe,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
230,45-54,Male,African,"10,001-20,000",Football,Manchester United,Investment buyer,No,,Signed by player,4,Mint (perfect),4,3,"Yes, very interested",201-500,2-4 times a year,Strongly influences,"No, I prefer browsing on my own","Yes, occasionally",Not sure,Third-party authentication certificates; Money-back guarantee; AI-powered authenticity checks; Seller ratings and reviews,Yes,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
231,18-24,Male,Western Expat,"3,000-10,000",Football,Al Hilal,Passionate fan,Yes,4-10,Regular replica,3,Mint (perfect),3,5,Somewhat interested,50-200,2-4 times a year,Somewhat influences,Maybe,"Yes, frequently",Probably no,Third-party authentication certificates; Money-back guarantee,No,"Yes, strongly",AI-based recommendations > Rarity scoring system > Authentication verification > Dynamic pricing transparency
232,25-34,Female,African,"Below 3,000",Other,None Specific,Casual viewer,No,,Limited Edition,1,Condition doesn't matter if rare,2,1,Somewhat interested,Under 50,Once a year or less,Somewhat influences,"Yes, definitely","Yes, frequently",Probably no,Third-party authentication certificates; Blockchain verification; AI-powered authenticity checks,Maybe,Somewhat,Rarity scoring system > AI-based recommendations > Dynamic pricing transparency > Authentication verification
233,18-24,Male,Western Expat,"35,001-50,000",Basketball,Brooklyn Nets,Passionate fan,No,,Vintage,3,Good (minor wear),2,3,Not interested,201-500,2-4 times a year,No impact,"No, I prefer browsing on my own","Yes, frequently",Probably no,Blockchain verification; Seller ratings and reviews,Maybe,Somewhat,AI-based recommendations > Dynamic pricing transparency > Rarity scoring system > Authentication verification
234,25-34,Male,South Asian,"10,001-20,000",Football,Juventus,Investment buyer,Yes,4-10,Limited Edition,4,Mint (perfect),3,4,Somewhat interested,"501-1,500",5-10 times a year,No impact,"Yes, definitely","Yes, occasionally",Definitely yes,Third-party authentication certificates; Seller ratings and reviews; Money-back guarantee; AI-powered authenticity checks; Blockchain verification,Yes,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
235,18-24,Male,Western Expat,"10,001-20,000",Other,Team India Hockey,Casual viewer,No,,Regular replica,1,"Used (visible wear, but authentic)",5,1,Not interested,201-500,Once a year or less,Strongly influences,"Yes, definitely","Yes, occasionally",Not sure,Seller ratings and reviews; Money-back guarantee; Third-party authentication certificates,No,Somewhat,Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
236,25-34,Female,Arab,"35,001-50,000",Football,Liverpool,Passionate fan,Yes,4-10,Vintage,3,Good (minor wear),5,3,"Yes, very interested",201-500,5-10 times a year,Strongly influences,Maybe,No,Probably yes,Seller ratings and reviews; Third-party authentication certificates; Money-back guarantee; AI-powered authenticity checks,Maybe,Somewhat,Rarity scoring system > Authentication verification > AI-based recommendations > Dynamic pricing transparency
237,35-44,Female,South Asian,"20,001-35,000",Football,Real Madrid,Passionate fan,No,,Signed by player,2,Good (minor wear),4,5,Somewhat interested,"501-1,500",5-10 times a year,Somewhat influences,"No, I prefer browsing on my own","Yes, occasionally",Probably no,Seller ratings and reviews; Blockchain verification; Money-back guarantee,Yes,"Yes, strongly",Authentication verification > Dynamic pricing transparency > AI-based recommendations > Rarity scoring system
238,25-34,Male,African,"3,000-10,000",Basketball,Brooklyn Nets,Investment buyer,Yes,11-25,Game-Worn,4,Good (minor wear),4,5,Somewhat interested,50-200,Once a year or less,No impact,Maybe,"Yes, occasionally",Definitely yes,Blockchain verification; Seller ratings and reviews; Money-back guarantee; Third-party authentication certificates,Yes,Not really,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
239,18-24,Male,Other,"Below 3,000",Basketball,LA Lakers,Passionate fan,Yes,4-10,Limited Edition,3,Good (minor wear),2,2,"Yes, very interested",,5-10 times a year,Somewhat influences,Maybe,"Yes, frequently",Definitely yes,Blockchain verification; AI-powered authenticity checks,Maybe,Somewhat,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
240,45-54,Male,Arab,,Football,Al Hilal,Passionate fan,Yes,4-10,Vintage,1,Good (minor wear),2,3,Somewhat interested,"3,000+",Once a year or less,Strongly influences,Maybe,No,Definitely yes,Blockchain verification,No,Somewhat,AI-based recommendations > Dynamic pricing transparency > Rarity scoring system > Authentication verification
241,18-24,Female,Other,"3,000-10,000",Baseball,NY Yankees,Casual viewer,Yes,26+,Regular replica,3,Good (minor wear),4,1,Somewhat interested,Under 50,Once a year or less,Somewhat influences,Maybe,No,Definitely yes,Third-party authentication certificates; AI-powered authenticity checks,Yes,"Yes, strongly",Authentication verification > AI-based recommendations > Rarity scoring system > Dynamic pricing transparency
242,18-24,Female,South Asian,"20,001-35,000",Baseball,Chicago Cubs,Casual viewer,Yes,1-3,Regular replica,2,Good (minor wear),4,1,Not interested,"501-1,500",Once a year or less,Strongly influences,"No, I prefer browsing on my own","Yes, occasionally",Not sure,Seller ratings and reviews; Money-back guarantee; Blockchain verification; AI-powered authenticity checks,Maybe,Not really,AI-based recommendations > Dynamic pricing transparency > Rarity scoring system > Authentication verification
243,,Female,Other,"3,000-10,000",Other,Team India Hockey,Hardcore collector,Yes,26+,Signed by player,5,Condition doesn't matter if rare,3,4,Somewhat interested,"1,501-3,000",More than 10 times a year,Somewhat influences,"No, I prefer browsing on my own","Yes, occasionally",Probably yes,AI-powered authenticity checks; Third-party authentication certificates; Seller ratings and reviews,No,"Yes, strongly",Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
244,18-24,Male,South Asian,"35,001-50,000",Football,Arsenal,Investment buyer,Yes,11-25,Game-Worn,4,"Used (visible wear, but authentic)",4,5,Somewhat interested,201-500,5-10 times a year,No impact,"Yes, definitely","Yes, occasionally",Definitely yes,Money-back guarantee; Blockchain verification,Yes,"Yes, strongly",Authentication verification > AI-based recommendations > Dynamic pricing transparency > Rarity scoring system
245,45-54,Male,Other,,Football,AC Milan,Investment buyer,Yes,26+,Limited Edition,4,Good (minor wear),3,4,Somewhat interested,50-200,5-10 times a year,No impact,"No, I prefer browsing on my own",No,Definitely yes,Blockchain verification; Third-party authentication certificates; AI-powered authenticity checks,Yes,Not really,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
246,18-24,Male,Western Expat,"10,001-20,000",Basketball,LA Lakers,Casual viewer,Yes,1-3,Limited Edition,2,Good (minor wear),3,1,"Yes, very interested","1,501-3,000",Once a year or less,Somewhat influences,Maybe,"Yes, occasionally",Definitely no,Seller ratings and reviews; Money-back guarantee,No,Not really,Dynamic pricing transparency > Authentication verification > Rarity scoring system > AI-based recommendations
247,35-44,Male,East Asian,"3,000-10,000",Football,PSG,Passionate fan,Yes,26+,Signed by player,3,Good (minor wear),2,5,"Yes, very interested",50-200,2-4 times a year,Strongly influences,"Yes, definitely","Yes, occasionally",Not sure,Third-party authentication certificates,Maybe,Somewhat,Dynamic pricing transparency > Rarity scoring system > AI-based recommendations > Authentication verification
248,35-44,Male,South Asian,"3,000-10,000",Football,Arsenal,Investment buyer,No,,Game-Worn,5,"Used (visible wear, but authentic)",2,4,"Yes, very interested",50-200,Once a year or less,Somewhat influences,Maybe,No,Probably no,Seller ratings and reviews; Money-back guarantee; AI-powered authenticity checks; Third-party authentication certificates,Yes,Not really,Authentication verification > Rarity scoring system > AI-based recommendations > Dynamic pricing transparency
249,25-34,Prefer not to say,Arab,"3,000-10,000",Cricket,Mumbai Indians,Passionate fan,Yes,4-10,Game-Worn,4,Good (minor wear),1,4,"Yes, very interested",201-500,5-10 times a year,Somewhat influences,"Yes, definitely","Yes, occasionally",Not sure,AI-powered authenticity checks; Blockchain verification,Yes,Somewhat,Rarity scoring system > Authentication verification > AI-based recommendations > Dynamic pricing transparency
